处警单编号	,报警原因	,处警结果	,事件编号	,用户编号	,单位负责人	,用户级别	,负责人手机	,口令	,用户名称	,用户地址	,事件类型	,事件描述	,报警时间	,报警位置	,接警时间	,接警员	,出警时间	,出警方式	,出警单位	,处警队负责人	,备注
2018052511205697612499737536	,421欠费停机	,421新增处警单后修改用户 用户编号	,2018052511270200080000005453	,80000005B	,	,	,	,	,D-七星区机主_04	,	,警报	,人工报警	,2018-05-25 11:27:02	,	,2018-05-25 11:28:26	,dxmsj2	,2018-05-24 11:29:49	,联合处警	,2222	,4444	,新增处警单后修改用户 用户编号	
2018052510010753006037329607	,121技术试机	,S  看单据中 用户的防区会不会闪烁	,201805251000000008000000C534	,8000000AA	,	,买断	,	,123456	,S关联设备测试用	,	,警报	,人工报警	,2018-05-25 10:00:00	,三楼大厅	,2018-05-25 10:08:58	,shlsj2	,	,保安队	,	,	,S  看单据中 用户的防区会不会闪烁	
2018052508425150141067196064	,121技术试机	,S 处警结果 出单525	,201805241518510008000000C177	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,警报	,人工报警	,2018-05-24 15:18:51	,小会议室	,2018-05-25 08:50:42	,shlsj2	,2018-05-25 08:51:02	,处警队	,处警单出单 	,	,121	
2018052415171946645935910634	,431设备原因故障	,原 215，处警单	,201805241524140008000000C774	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,警报	,人工报警	,2018-05-24 15:24:14	,报警主机	,2018-05-24 15:25:11	,shlsj2	,2018-05-24 18:02:20	,保安队	,出警单位	,处警人	,当前431	
2018052415131336289875875061	,431设备原因故障	,原431，先添加处警单，再添加维修单，查看报警原因显示	,201805241044230008000000C762	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,故障事件	,人工故障	,2018-05-24 10:44:23	,报警主机	,2018-05-24 15:21:05	,shlsj2	,	,保安队	,	,	,原431设备原因故障	
2018052414502885120175089955	,411线路故障	,S211改为411  处警单修改报警原因 ，实时处警及综合事件-历史事件中查看	,20180524104231254	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,用户	,超过测试间隔信号	,2018-05-24 10:42:31	,报警主机	,2018-05-24 14:58:20	,shlsj2	,	,保安队	,	,	,原212报警时间 2018-05-24 10:42:31 	
2018052410431884491605046002	,211公司出警真警	,真警测试	,2018052409354500080000008C57	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-24 09:35:45	,80000008C报警主机防区位置	,2018-05-24 10:50:40	,thlsj4	,	,保安队	,	,	,	
2018052410421752515753644195	,211公司出警真警	,真警	,2018052409344200080000008C28	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-24 09:34:42	,80000008C报警主机防区位置	,2018-05-24 10:49:40	,thlsj4	,	,保安队	,	,	,	
2018052408523871852352386513	,213指挥中心出警误报	,	,2018052408565000080000009F63	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-24 08:56:50	,	,2018-05-24 09:00:20	,lxsc4	,	,保安队	,	,	,	
2018052317013972456307207369	,111用户试机	,故障预处理	,2018052315360800080000005421	,80000005B	,	,	,	,	,D-七星区机主_04	,	,故障事件	,人工故障	,2018-05-23 15:36:08	,	,2018-05-23 17:08:56	,thlsj4	,	,保安队	,	,	,	
2018052409184142263397742827	,211公司出警真警	,保存处警单后，手动修改接警时间	,201805240924180008000000C881	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,警报	,人工报警	,2018-05-24 09:24:18	,	,2018-05-23 17:06:33	,shlsj2	,	,联合处警	,联合处警	,	,S 524 保存处警单后，手动修改接警时间原 2018-05-24 09:26:33  改后 2018-05-23 17:06:33	
2018052316454485071457042149	,213指挥中心出警误报	,右键保存处警单	,20180523110454220	,8000000A3	,宁采臣	,租赁	,1320000005	,123456	,522新华区 S_机主1	,钟旺路15号钟强小区旁 新华区 文体中心	,紧急	,1号用户个人救护警报	,2018-05-23 16:42:06	,报警主机	,2018-05-23 16:53:26	,lxsc7	,2018-05-23 16:53:44	,保安队	,萨达	,	,	
2018052315412697108611555213	,351误报未知原因	,报警信息批量处理本栏信息处警	,201805231546420008000000B340	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 15:46:42	,22	,2018-05-23 15:48:47	,lxsc4	,	,保安队	,	,	,	
2018052315244249712625125777	,111用户试机	,	,2018052315280100080000005069	,800000054	,	,	,	,	,D-象山区机主_01	,	,警报	,人工报警	,2018-05-23 15:28:01	,	,2018-05-23 15:31:55	,thlsj4	,	,保安队	,	,	,	
2018052315241557758274608639	,111用户试机	,批量	,2018052315281400080000004D39	,800000055	,	,	,	,	,D-象山区机主_02	,	,警报	,人工报警	,2018-05-23 15:28:14	,	,2018-05-23 15:31:21	,thlsj4	,	,保安队	,	,	,	
2018052315230559867296940019	,111用户试机	,	,2018052315282700080000004D56	,800000055	,	,	,	,	,D-象山区机主_02	,	,警报	,人工报警	,2018-05-23 15:28:27	,	,2018-05-23 15:30:20	,thlsj4	,	,保安队	,	,	,	
2018052315201546974172502595	,351误报未知原因	,批量处理本栏信息预处理处警单	,201805231519150008000000B349	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 15:19:15	,22	,2018-05-23 15:26:56	,lxsc4	,	,保安队	,	,	,报警信息339    已处理栏166	
2018052315170960171895828179	,211公司出警真警	,批量处理勾选信息预处理栏处警，勾2点1	,201805231522360008000000B311	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 15:22:36	,22	,2018-05-23 15:23:50	,lxsc4	,	,保安队	,	,	,163+3	
2018052315060251310235008227	,211公司出警真警	,批量处理本栏信息处警211，勾选3条	,201805231443570008000000B471	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 14:43:57	,	,2018-05-23 15:12:18	,lxsc4	,	,保安队	,	,	,报警352，已处理栏140	
2018052314472976775633552383	,411线路故障	,报警信息栏批量处理勾选信息核警单411，勾选了三条	,201805231444060008000000B470	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 14:44:06	,	,2018-05-23 14:51:53	,lxsc4	,2018-05-23 14:52:10	,保安队	,第三方	,	,137+3	
2018052314033399923763486288	,311误报用户原因	,先保存核警单，再预处理处警单，再次预处理，出单，保存	,2018052309251300080000009E10	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 09:25:13	,	,2018-05-23 14:11:15	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018052311122430120762357171	,311误报用户原因	,相关信息预处理，预处栏预处理为处警单，出单，保存单据	,201805230942500008000000B377	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 09:42:50	,22	,2018-05-23 11:20:06	,lxsc4	,2609-03-13 04:18:21	,保安队	,是的撒	,	,	
2018052311054927052499872938	,311误报用户原因	,相关信息处警单出单，再次预处理，反馈后保存311	,201805230943010008000000B348	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 09:43:01	,22	,2018-05-23 11:13:31	,lxsc4	,2609-03-13 04:18:21	,保安队	,防守打法	,处警单	,	
2018052311011114731038292462	,311误报用户原因	,相关预处理单，再次预处441，保存为311	,201805230943030008000000B494	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 09:43:03	,	,2018-05-23 11:11:01	,lxsc4	,2018-05-23 11:11:06	,处警队	,处警队	,处警人	,萨达	
2018052310463444453292335763	,421欠费停机	,相关信息保存为处警单	,201805230943100008000000B442	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-23 09:43:10	,	,2018-05-23 10:54:16	,lxsc4	,2018-05-23 10:54:44	,处警队	,处警队	,第三方	,第三方	
2018052310164255728671537957	,511用户未布防	,右键预处理，预处理栏处警单出单，再人工录单，预处理，此时再次打开人工录单按钮和出单灰变不可用，推送反馈是接收不到反馈的	,201805230923230008000000A039	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-23 09:23:23	,22	,2018-05-23 10:24:24	,lxsc4	,2018-05-23 10:33:43	,保安队	,	,	,保存为511	
2018052310040386073404918712	,121技术试机	,右键出单处警单411，反馈后，预处理121，再保存	,201805230925010008000000A095	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-23 09:25:01	,22	,2018-05-23 10:11:46	,lxsc4	,2609-03-13 04:18:21	,派出所	,派出所	,处警	,	
2018052309244989648839002993	,212公司出警误报	,右键预处为处警单441，再次预处理212，再次保存	,201805230925030008000000A067	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-23 09:25:03	,22	,2018-05-23 09:32:31	,lxsc4	,2018-05-23 09:51:51	,联合处警	,联合	,处警人	,VBv初步	
2018052309180237263856628814	,216公司及指挥中心误报	,右键直接保存为处警单411，再次保存为216	,201805230925050008000000A067	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-23 09:25:05	,22	,2018-05-23 09:25:44	,lxsc4	,2018-05-23 09:26:25	,联合处警	,联合	,处警人	,11111	
2018052217290575654182731540	,411线路故障	,已处理栏相关信息原核警单，预处理处警单，出单，点击人工录单，预处理，保存411	,201805221640180008000000A051	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-22 16:40:18	,22	,2018-05-22 17:36:47	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,22	,人工录单，任务描述还是不能修改，其他可以修改	
2018052217263763904022721994	,431设备原因故障	,已处理栏，原核警单，保存为处警单431	,201805221640160008000000A030	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-22 16:40:16	,22	,2018-05-22 17:34:20	,lxsc4	,	,保安队	,	,	,	
2018052217045467294217745233	,212公司出警误报	,右键预处理处警单，出单，反馈，再次预处理511，保存212	,201805221640200008000000A026	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-22 16:40:20	,22	,2018-05-22 17:12:36	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018052217024413945139844023	,421欠费停机	,已处理栏右键保存处警单421	,201805221640190008000000A038	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-22 16:40:19	,22	,2018-05-22 17:10:26	,lxsc4	,	,保安队	,	,	,	
2018052215084499894323734030	,111用户试机	,先出单，保存	,2018052215161700080000008957	,800000083	,dsfsd	,3	,dsf	,dfdsf	,xdf 	,dsfds	,警报	,人工报警	,2018-05-22 15:16:17	,2	,2018-05-22 15:16:27	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018052215053931244017688196	,111用户试机	,预处理处警单保存处警DNA	,2018052214525100080000008962	,800000083	,dsfsd	,3	,dsf	,dfdsf	,xdf 	,dsfds	,警报	,人工报警	,2018-05-22 14:52:51	,2	,2018-05-22 15:13:22	,lxsc4	,	,保安队	,	,	,	
2018052214465641873353140575	,111用户试机	,冒烟右键添加处警单	,2018052214530400080000008910	,800000083	,dsfsd	,3	,dsf	,dfdsf	,xdf 	,dsfds	,警报	,人工报警	,2018-05-22 14:53:04	,2	,2018-05-22 14:54:38	,lxsc4	,	,保安队	,	,	,	
2018052120311036841233250399	,111用户试机	,	,201805212036430008000000BF25	,8000000BF	,	,租赁	,	,	,8000000BF	,	,警报	,人工报警	,2018-05-21 20:36:43	,	,2018-05-21 20:38:59	,zzw2	,	,保安队	,	,	,	
2018052120295235714066680447	,111用户试机	,	,201805212036390008000000BF33	,8000000BF	,	,租赁	,	,	,8000000BF	,	,警报	,人工报警	,2018-05-21 20:36:39	,	,2018-05-21 20:37:41	,zzw2	,	,保安队	,	,	,	
2018051920283313450531885840	,111用户试机	,	,2018051717125100080000000383	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,建华北大街东50米石家庄市长安区就业服务局	,警报	,人工报警	,2018-05-17 17:12:51	,防区位置	,2018-05-19 20:36:16	,lxsc1	,	,保安队	,	,	,	
2018051820460123651735897454	,111用户试机	,	,2018051820453600080000009C62	,800000089	,	,租赁	,	,123	,800000089	,	,警报	,人工报警	,2018-05-18 20:45:36	,	,2018-05-18 20:45:54	,zzwsj	,	,保安队	,	,	,	
2018051820443936241868752790	,111用户试机	,	,2018051820421800080000009C71	,800000089	,	,租赁	,	,123	,800000089	,	,警报	,人工报警	,2018-05-18 20:42:18	,	,2018-05-18 20:44:32	,zzwsj	,	,保安队	,	,	,	
2018051820431915054417768257	,111用户试机	,	,2018051820422000080000009C19	,800000089	,	,租赁	,	,123	,800000089	,	,警报	,人工报警	,2018-05-18 20:42:20	,	,2018-05-18 20:43:13	,zzwsj	,	,保安队	,	,	,	
2018051820425274837914745947	,111用户试机	,	,2018051820422500080000009C59	,800000089	,	,租赁	,	,123	,800000089	,	,警报	,人工报警	,2018-05-18 20:42:25	,	,2018-05-18 20:42:36	,zzwsj	,	,保安队	,	,	,	
2018051820335723743332203421	,111用户试机	,	,2018051820305400080000009C39	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 20:30:54	,	,2018-05-18 20:33:48	,zzwsj	,	,保安队	,	,	,	
2018051820311723107832827959	,111用户试机	,	,2018051820252000080000009C90	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 20:25:20	,	,2018-05-18 20:31:04	,zzwsj	,	,保安队	,	,	,	
2018051820302952763187617518	,111用户试机	,	,2018051820245800080000009C76	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 20:24:58	,	,2018-05-18 20:25:40	,zzwsj	,	,保安队	,	,	,	
2018051820245182932251440033	,111用户试机	,	,2018051820130700080000009C22	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 20:13:07	,	,2018-05-18 20:24:47	,zzwsj	,	,保安队	,	,	,	
2018051820130075646998498903	,111用户试机	,	,2018051819592000080000009C45	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 19:59:20	,	,2018-05-18 20:12:56	,zzwsj	,	,保安队	,	,	,	
2018051820115237142639248442	,111用户试机	,	,2018051819380200080000009C51	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 19:38:02	,	,2018-05-18 20:11:52	,zzwsj	,	,保安队	,	,	,	
2018051819384318257644134458	,111用户试机	,	,2018051819350100080000009C18	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 19:35:01	,	,2018-05-18 19:38:32	,zzwsj	,	,保安队	,	,	,	
2018051819375797860913217233	,111用户试机	,	,2018051819343600080000009C96	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-18 19:34:36	,	,2018-05-18 19:37:46	,zzwsj	,	,保安队	,	,	,	
2018051819345343825327604552	,111用户试机	,	,2018051819342800080000009C16	,800000089	,	,租赁	,	,123	,800000089	,	,警报	,人工报警	,2018-05-18 19:34:28	,	,2018-05-18 19:34:53	,zzwsj	,	,保安队	,	,	,	
2018051819341965842256187787	,111用户试机	,	,2018051118200100080000009C54	,800000089	,	,租赁	,	,123	,800000089	,	,故障事件	,人工故障	,2018-05-11 18:20:01	,	,2018-05-18 19:34:13	,zzwsj	,	,保安队	,	,	,	
2018051717220422078168813539	,111用户试机	,	,2018051717125300080000000325	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,建华北大街东50米石家庄市长安区就业服务局	,警报	,人工报警	,2018-05-17 17:12:53	,防区位置	,2018-05-17 17:22:04	,lxsc1	,	,保安队	,	,	,	
2018051711095597977931166456	,111用户试机	,	,2018051710502500080000008C58	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-17 10:50:25	,	,2018-05-17 11:17:28	,thlsj1	,	,保安队	,	,	,	
2018051517465677657434982096	,311误报用户原因	,历史事件 处警单 出单	,2018051517534000080000000336	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,建华北大街东50米石家庄市长安区就业服务局	,警报	,人工报警	,2018-05-15 17:53:40	,防区位置	,2018-05-15 17:54:45	,shlsj2	,	,派出所	,历史事件 处警单 出单	,历史事件 处警单 出单	,历史事件 处警单 出单	
2018051517445964364656381235	,431设备原因故障	,历史事件 处警单保存	,2018051517523700080000000335	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,建华北大街东50米石家庄市长安区就业服务局	,警报	,人工报警	,2018-05-15 17:52:37	,防区位置	,2018-05-15 17:52:48	,shlsj2	,	,派出所	,历史事件 处警单保存	,历史事件 处警单保存	,历史事件 处警单保存	
2018051517433332329693904267	,411线路故障	,历史事件 预处理	,2018051517451900080000000357	,80000000A	,许庭	,租赁	,1350000002	,123456	,苏_长安区_机主A	,建华北大街东50米石家庄市长安区就业服务局	,警报	,人工报警	,2018-05-15 17:45:19	,防区位置	,2018-05-15 17:51:22	,shlsj2	,	,联合处警	,联合处警	,历史事件 预处理	,历史事件 预处理	
2018051517044551230599689376	,331误报安装原因	,先保存核警单，再添加处警预处理	,201805151712020008000000A078	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 17:12:02	,22	,2018-05-15 17:12:28	,lxsc4	,	,保安队	,	,	,	
2018051517031275931633520202	,331误报安装原因	,先添加维修单，再出单处警单	,201805151710380008000000A053	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 17:10:38	,22	,2018-05-15 17:10:55	,lxsc4	,	,保安队	,	,	,	
2018051517020699718768689846	,331误报安装原因	,先添加维修单，再预处理为处警单	,201805151637260008000000A096	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 16:37:26	,22	,2018-05-15 17:09:50	,lxsc4	,	,保安队	,	,	,	
2018051516592798576731969476	,214指挥中心真警	,2个处警保存	,2018051517042600080000008C49	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 17:04:26	,80000008C报警主机防区位置	,2018-05-15 17:06:58	,thlsj1	,	,保安队	,	,	,	
2018051516553221006577008692	,214指挥中心真警	,	,2018051517025400080000008C71	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 17:02:54	,80000008C报警主机防区位置	,2018-05-15 17:03:05	,thlsj1	,	,保安队	,	,	,	
2018051516542238752448631707	,214指挥中心真警	,	,2018051517013800080000008C10	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 17:01:38	,80000008C报警主机防区位置	,2018-05-15 17:02:02	,thlsj1	,	,保安队	,	,	,	
2018051516532168024571485291	,214指挥中心真警	,7个处警保存	,2018051517000200080000008C25	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 17:00:02	,80000008C报警主机防区位置	,2018-05-15 17:00:42	,thlsj1	,	,保安队	,	,	,	
2018051516511836296251527345	,214指挥中心真警	,4个批量处理处警保存	,2018051516570600080000008C45	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:57:06	,80000008C报警主机防区位置	,2018-05-15 16:58:43	,thlsj1	,	,保安队	,	,	,	
2018051516484115151052146795	,214指挥中心真警	,	,2018051516542400080000008C81	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:54:24	,80000008C报警主机防区位置	,2018-05-15 16:56:28	,thlsj1	,	,保安队	,	,	,	
2018051516460684867376720881	,214指挥中心真警	,	,2018051516462800080000008C63	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:46:28	,80000008C报警主机防区位置	,2018-05-15 16:53:53	,thlsj1	,	,保安队	,	,	,	
2018051516450642832519120575	,214指挥中心真警	,单个处警出单	,2018051516472500080000008C48	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:47:25	,80000008C报警主机防区位置	,2018-05-15 16:52:52	,thlsj1	,	,保安队	,	,	,	
2018051516434989902097879076	,214指挥中心真警	,单个处警预处理	,2018051516505500080000008C23	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:50:55	,80000008C报警主机防区位置	,2018-05-15 16:51:36	,thlsj1	,	,保安队	,	,	,	
2018051516432430510672411180	,214指挥中心真警	,单个处警出单	,2018051516505600080000008C72	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:50:56	,80000008C报警主机防区位置	,2018-05-15 16:51:11	,thlsj1	,	,保安队	,	,	,	
2018051516415510712857291133	,214指挥中心真警	,单个处警保存	,2018051516463100080000008C73	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 16:46:31	,80000008C报警主机防区位置	,2018-05-15 16:49:42	,thlsj1	,2018-05-15 16:49:46	,保安队	,TT	,TT1	,单个处警保存	
2018051516150517674007457402	,331误报安装原因	,预处理栏批量处理本栏信息331，勾选两个	,201805151620070008000000A069	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 16:20:07	,22	,2018-05-15 16:21:23	,lxsc4	,2018-05-15 16:22:33	,联合处警	,	,个	,萨达	
2018051516052555267549761567	,214指挥中心真警	,预处理界面批量处理勾选信息处警	,201805151556440008000000A096	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 15:56:44	,22	,2018-05-15 16:12:32	,lxsc4	,2018-05-15 16:12:57	,保安队	,	,萨达	,萨达	
2018051515581744783558086259	,214指挥中心真警	,批量处理本栏信息214，只勾选了两天	,201805151604220008000000A050	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 16:04:22	,22	,2018-05-15 16:05:07	,lxsc4	,2018-05-15 16:05:42	,保安队	,	,萨达	,	
2018051515552970407121267968	,421欠费停机	,批量处理勾选信息421处警	,201805151557130008000000A050	,80000008B	,李型号	,其他	,15288885566	,123	,x_桂南机主1	,456	,警报	,人工报警	,2018-05-15 15:57:13	,22	,2018-05-15 16:01:50	,lxsc4	,2018-05-15 16:02:33	,联合处警	,那边	,萨达	,啥打火机	
2018051515480819671209032927	,121技术试机	,直接保存处警单	,2018051509135200080000009D84	,80000008E	,	,租赁	,	,	,x_桂南机主3	,	,警报	,人工报警	,2018-05-15 09:13:52	,	,2018-05-15 15:55:52	,lxsc4	,	,保安队	,	,	,	
2018051515380325175888865774	,121技术试机	,已处理预处添加处警单，保存	,2018051509183300080000009D94	,80000008E	,	,租赁	,	,	,x_桂南机主3	,	,警报	,人工报警	,2018-05-15 09:18:33	,	,2018-05-15 15:45:47	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018051515355028163311530882	,214指挥中心真警	,TT0515未处理事件处警保存1	,201805151539270008000000A248	,80000008F	,伊惠君	,其他	,13905141001	,123654	,D_宝安区主机_01	,D分中心2 宝安区	,警报	,人工报警	,2018-05-15 15:39:27	,A2设备01	,2018-05-15 15:43:36	,thlsj1	,	,保安队	,	,	,	
2018051515350487818298276268	,121技术试机	,已处理，有反馈的维修单，出单处警，预处理	,201805150932490008000000B461	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:32:49	,	,2018-05-15 15:42:48	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,保存维修单	
2018051515114227397777410662	,121技术试机	,已处理栏有反馈的维修单，预处理为处警单	,201805151445390008000000B285	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 14:45:39	,22	,2018-05-15 15:19:26	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,	
2018051515052712944221857652	,121技术试机	,已处理界面，预处理处警单	,201805150938190008000000B456	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 09:38:19	,	,2018-05-15 15:13:10	,lxsc4	,	,保安队	,	,	,	
2018051514543191090293360374	,121技术试机	,多福多寿121	,201805151458050008000000B228	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 14:58:05	,22	,2018-05-15 15:02:15	,lxsc4	,2609-03-13 04:18:21	,保安队	,	,	,是f	
2018051514335363443133139328	,214指挥中心真警	,0515仅真警	,2018051514400100080000008C64	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 14:40:01	,	,2018-05-15 14:41:39	,thlsj1	,	,保安队	,	,	,	
2018051514310460916998037325	,214指挥中心真警	,0515测试仅真警	,2018051514383800080000008C80	,80000000C	,13978697301	,其他	,13978697301	,123456789	,T-A区机主01	,报警主机	,警报	,人工报警	,2018-05-15 14:38:38	,	,2018-05-15 14:38:50	,thlsj1	,	,保安队	,	,	,	
2018051514282065930633933234	,411线路故障	,翻页2	,2018051414593300080000001128	,800000014	,	,	,	,	,S_鹿泉区机主_02	,	,警报	,人工报警	,2018-05-14 14:59:33	,防区位置	,2018-05-15 14:36:09	,shlsj2	,	,保安队	,	,	,	
2018051514280856632668526498	,411线路故障	,翻页1	,2018051414592800080000001014	,800000013	,	,	,	,	,S_鹿泉区机主_01	,	,警报	,人工报警	,2018-05-14 14:59:28	,防区位置	,2018-05-15 14:35:58	,shlsj2	,	,保安队	,	,	,	
2018051514263683630343004693	,411线路故障	, 是否	,201805151410570008000000B244	,80000008C	,554	,租赁	,51156	,程序程序	,x_桂南机主2	,5456456	,警报	,人工报警	,2018-05-15 14:10:57	,22	,2018-05-15 14:34:19	,lxsc4	,2018-05-15 14:34:23	,保安队	,	,	,	
2018051514110344909289442782	,411线路故障	,515处警单用数据	,2018051514183000080000000610	,80000000D	,苏测试	,租赁	,15078330921	,123456	,苏_鹿泉区_机主C	,南方大厦	,警报	,人工报警	,2018-05-15 14:18:30	,位置	,2018-05-15 14:18:53	,shlsj2	,2018-05-15 14:20:00	,派出所	,派出所	,处警人	,411线路故障	
